level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	2094	3198	-1	
2	1	1	0	0	0	595	82	33	45	-1	
3	1	1	1	0	0	595	66	33	61	-1	
4	1	1	1	1	0	595	82	33	45	-1	
5	1	1	1	1	1	595	82	33	45	0	QS
2	1	2	0	0	0	98	47	1561	204	-1	
3	1	2	1	0	0	98	47	1561	207	-1	
4	1	2	1	1	0	98	47	1561	84	-1	
5	1	2	1	1	1	98	48	63	82	0	補
5	1	2	1	1	2	169	51	80	65	0	A&
5	1	2	1	1	3	291	64	8	55	7	1
5	1	2	1	1	4	344	66	31	51	7	4
5	1	2	1	1	5	380	61	183	61	45	ルギー]
5	1	2	1	1	6	600	59	38	68	70	学
5	1	2	1	1	7	670	60	146	65	45	(3%
5	1	2	1	1	8	787	49	44	86	10	林
5	1	2	1	1	9	830	62	16	69	88	)
5	1	2	1	1	10	924	66	1	55	28	し
5	1	2	1	1	11	1048	54	70	57	60	ポート
5	1	2	1	1	12	1165	53	124	52	31	Ns
5	1	2	1	1	13	1260	49	30	86	36	1
5	1	2	1	1	14	1389	50	119	56	0	S//『
5	1	2	1	1	15	1539	47	39	47	90	メ
5	1	2	1	1	16	1598	49	21	40	30	て
5	1	2	1	1	17	1633	58	26	33	32	カ
4	1	2	1	2	0	889	200	273	51	-1	
5	1	2	1	2	1	889	200	87	51	66	5F
5	1	2	1	2	2	996	207	5	32	36	日
5	1	2	1	2	3	1037	204	21	46	0	天
5	1	2	1	2	4	1142	202	20	46	38	-
2	1	3	0	0	0	24	274	1023	170	-1	
3	1	3	1	0	0	24	274	1023	170	-1	
4	1	3	1	1	0	24	274	1023	170	-1	
5	1	3	1	1	1	24	323	48	67	0	和
5	1	3	1	1	2	91	275	102	169	28	き
5	1	3	1	1	3	187	274	196	170	41	EE
5	1	3	1	1	4	416	325	136	118	0	四
5	1	3	1	1	5	546	327	30	50	0	導
5	1	3	1	1	6	692	330	355	76	10	信二
2	1	4	0	0	0	1274	192	131	63	-1	
3	1	4	1	0	0	1274	192	131	63	-1	
4	1	4	1	1	0	1286	192	37	12	-1	
5	1	4	1	1	1	1286	192	37	12	8	7/
4	1	4	1	2	0	1286	203	119	21	-1	
5	1	4	1	2	1	1286	205	12	15	0	計
5	1	4	1	2	2	1382	203	23	21	89	ワ
4	1	4	1	3	0	1285	219	113	15	-1	
5	1	4	1	3	1	1285	221	11	13	0	和
5	1	4	1	3	2	1320	221	2	3	0	誠
5	1	4	1	3	3	1316	210	28	30	49	っ
5	1	4	1	3	4	1361	219	37	12	76	イフ
4	1	4	1	4	0	1298	228	29	13	-1	
5	1	4	1	4	1	1298	228	29	13	57	-]
5	1	4	1	4	2	1319	224	12	26	74	る
4	1	4	1	5	0	1274	227	111	28	-1	
5	1	4	1	5	1	1274	227	65	28	8	サダ
2	1	5	0	0	0	16	327	1966	596	-1	
3	1	5	1	0	0	24	327	1958	313	-1	
4	1	5	1	1	0	547	327	1435	78	-1	
5	1	5	1	1	1	547	384	31	11	11	8
5	1	5	1	1	2	1100	343	82	62	58	Pl2
5	1	5	1	1	3	1229	333	60	67	30	肖
5	1	5	1	1	4	1309	327	55	73	0	ち
5	1	5	1	1	5	1402	328	53	59	0	阿
5	1	5	1	1	6	1469	332	67	67	0	人
5	1	5	1	1	7	1566	339	41	51	49	か
5	1	5	1	1	8	1633	349	6	11	56	が
5	1	5	1	1	9	1639	341	11	44	80	す
5	1	5	1	1	10	1684	342	78	52	36	(シク
5	1	5	1	1	11	1789	346	23	42	49	2
5	1	5	1	1	12	1813	323	27	105	59	テ
5	1	5	1	1	13	1839	348	56	47	53	チッ
5	1	5	1	1	14	1929	351	53	24	44	プ
4	1	5	1	2	0	24	512	1142	58	-1	
5	1	5	1	2	1	24	514	75	41	37	(2
5	1	5	1	2	2	102	508	17	66	80	う
5	1	5	1	2	3	159	514	39	50	0	AN
5	1	5	1	2	4	287	519	88	51	0	=5jx>
5	1	5	1	2	5	483	518	95	44	15	Ag
5	1	5	1	2	6	630	515	7	35	41	寺
5	1	5	1	2	7	666	518	116	46	64	26。
5	1	5	1	2	8	825	512	341	47	0	ルノー
5	1	5	1	2	9	1076	508	33	66	11	を
5	1	5	1	2	10	1109	508	55	66	13	62
5	1	5	1	2	11	1198	537	20	2	70	-
4	1	5	1	3	0	131	576	930	64	-1	
5	1	5	1	3	1	131	586	79	54	0	人
5	1	5	1	3	2	203	570	26	76	0	)
5	1	5	1	3	3	246	576	34	64	64	9
5	1	5	1	3	4	306	575	33	57	0	多
5	1	5	1	3	5	369	582	53	49	33	73
5	1	5	1	3	6	450	576	91	61	49	人
5	1	5	1	3	7	500	570	71	76	0	件
5	1	5	1	3	8	608	582	13	48	0	朋
5	1	5	1	3	9	642	582	146	48	0	・8<94
5	1	5	1	3	10	818	586	128	44	0	旬
5	1	5	1	3	11	918	570	39	76	27	い
5	1	5	1	3	12	986	586	21	42	87	8
5	1	5	1	3	13	1022	590	39	36	89	て
3	1	5	2	0	0	16	651	1535	272	-1	
4	1	5	2	1	0	236	651	1315	59	-1	
5	1	5	2	1	1	236	651	34	53	0	負
5	1	5	2	1	2	300	658	65	50	30	・b
5	1	5	2	1	3	413	672	8	16	51	=
5	1	5	2	1	4	470	658	85	43	75	5.2
5	1	5	2	1	5	589	664	167	42	72	-4A-2
5	1	5	2	1	6	810	674	8	16	76	=
5	1	5	2	1	7	868	666	17	34	55	9
5	1	5	2	1	8	933	669	51	24	0	つ
5	1	5	2	1	9	1042	661	46	39	92	4
5	1	5	2	1	10	1087	646	41	68	0	ム
5	1	5	2	1	11	1127	665	15	22	42	に
5	1	5	2	1	12	1281	663	41	30	55	を
5	1	5	2	1	13	1364	661	187	49	0	ムタ
5	1	5	2	1	14	1478	646	29	68	85	2
5	1	5	2	1	15	1507	646	46	68	42	し
4	1	5	2	2	0	783	729	89	81	-1	
5	1	5	2	2	1	783	729	56	81	26	人
5	1	5	2	2	2	838	738	34	72	73	を
4	1	5	2	3	0	16	786	1223	60	-1	
5	1	5	2	3	1	16	803	55	37	28	(、S
5	1	5	2	3	2	199	799	97	47	6	全う
5	1	5	2	3	3	333	804	179	28	15	=ー2xt
5	1	5	2	3	4	537	796	20	37	79	う
5	1	5	2	3	5	588	800	27	28	65	kz
5	1	5	2	3	6	651	790	80	55	23	年
5	1	5	2	3	7	730	789	13	34	0	衣
5	1	5	2	3	8	775	801	28	40	21	な
5	1	5	2	3	9	825	786	35	42	52	へ
5	1	5	2	3	10	859	790	380	54	18	“クリ
5	1	5	2	3	11	968	786	37	62	58	し
5	1	5	2	3	12	1004	786	53	62	32	ヵ
5	1	5	2	3	13	1056	786	48	62	36	北
5	1	5	2	3	14	1134	786	42	62	0	め
5	1	5	2	3	15	1175	786	16	62	0	と
5	1	5	2	3	16	1190	786	22	62	39	と
5	1	5	2	3	17	1211	786	32	62	92	。
4	1	5	2	4	0	82	858	730	65	-1	
5	1	5	2	4	1	82	864	404	59	68	44)9
5	1	5	2	4	2	232	854	38	74	96	を
5	1	5	2	4	3	269	854	44	74	73	を
5	1	5	2	4	4	312	854	44	74	90	す
5	1	5	2	4	5	355	854	44	74	44	あ
5	1	5	2	4	6	398	854	50	74	85	の
5	1	5	2	4	7	448	854	31	74	20	へ
5	1	5	2	4	8	510	858	194	55	54	2F
5	1	5	2	4	9	571	854	44	74	67	ル
5	1	5	2	4	10	614	854	44	74	34	4
5	1	5	2	4	11	657	854	50	74	0	素
5	1	5	2	4	12	731	862	25	40	3	め
5	1	5	2	4	13	768	862	44	48	3	3,
2	1	6	0	0	0	1249	509	802	58	-1	
3	1	6	1	0	0	1249	509	802	58	-1	
4	1	6	1	1	0	1249	509	802	58	-1	
5	1	6	1	1	1	1249	513	48	44	0	7。
5	1	6	1	1	2	1344	516	42	33	3	0
5	1	6	1	1	3	1410	509	36	58	0	條
5	1	6	1	1	4	1472	511	37	48	23	和
5	1	6	1	1	5	1536	515	16	47	23	女
5	1	6	1	1	6	1552	517	84	45	74	すう
5	1	6	1	1	7	1635	503	25	71	86	た
5	1	6	1	1	8	1668	524	15	25	45	人
5	1	6	1	1	9	1689	516	57	33	90	め
5	1	6	1	1	10	1730	503	48	71	80	り
5	1	6	1	1	11	1776	526	34	23	60	ム
5	1	6	1	1	12	1845	511	98	43	60	を
5	1	6	1	1	13	1907	503	49	71	42	で
5	1	6	1	1	14	1965	519	35	28	86	の
5	1	6	1	1	15	2017	514	34	36	56	9
2	1	7	0	0	0	2	794	2062	121	-1	
3	1	7	1	0	0	2	794	2062	121	-1	
4	1	7	1	1	0	2	794	2062	121	-1	
5	1	7	1	1	1	2	794	2062	121	95	 
2	1	8	0	0	0	2	863	2065	122	-1	
3	1	8	1	0	0	2	863	2065	122	-1	
4	1	8	1	1	0	2	863	2065	122	-1	
5	1	8	1	1	1	2	863	2065	122	95	 
2	1	9	0	0	0	2	933	2068	123	-1	
3	1	9	1	0	0	2	933	2068	123	-1	
4	1	9	1	1	0	2	933	2068	123	-1	
5	1	9	1	1	1	2	933	2068	123	95	 
2	1	10	0	0	0	2	1005	2071	123	-1	
3	1	10	1	0	0	2	1005	2071	123	-1	
4	1	10	1	1	0	2	1005	2071	123	-1	
5	1	10	1	1	1	2	1005	2071	123	95	 
2	1	11	0	0	0	158	944	701	188	-1	
3	1	11	1	0	0	158	944	701	188	-1	
4	1	11	1	1	0	158	944	701	46	-1	
5	1	11	1	1	1	158	944	289	42	13	=
5	1	11	1	1	2	271	940	27	54	69	ー
5	1	11	1	1	3	298	940	41	54	65	ま
5	1	11	1	1	4	338	944	109	42	1	全う
5	1	11	1	1	5	599	951	8	34	20	の
5	1	11	1	1	6	644	962	9	10	11	ャ
5	1	11	1	1	7	703	965	3	2	37	=
5	1	11	1	1	8	721	954	17	22	56	ま
5	1	11	1	1	9	752	944	107	46	0	maーJ
4	1	11	1	2	0	231	1005	380	89	-1	
5	1	11	1	2	1	231	1008	213	86	0	Fl<|
5	1	11	1	2	2	509	1005	45	77	0	1
5	1	11	1	2	3	590	1008	21	79	17	|
4	1	11	1	3	0	225	1070	386	62	-1	
5	1	11	1	3	1	221	1066	51	87	15	<
5	1	11	1	3	2	225	1070	386	62	26	ンー12]「[)
2	1	12	0	0	0	2	1078	2074	122	-1	
3	1	12	1	0	0	2	1078	2074	122	-1	
4	1	12	1	1	0	2	1078	2074	122	-1	
5	1	12	1	1	1	2	1078	2074	122	95	 
2	1	13	0	0	0	198	1147	1880	136	-1	
3	1	13	1	0	0	198	1147	1880	132	-1	
4	1	13	1	1	0	198	1147	1880	63	-1	
5	1	13	1	1	1	198	1165	35	20	50	ペグ
5	1	13	1	1	2	255	1156	110	39	70	トル
5	1	13	1	1	3	354	1137	33	77	61	レ
5	1	13	1	1	4	402	1160	87	46	11	【[ー
5	1	13	1	1	5	469	1137	21	77	24	ス
5	1	13	1	1	6	489	1137	13	77	44	2
5	1	13	1	1	7	556	1153	76	53	51	ーー!
5	1	13	1	1	8	623	1137	27	77	63	]
5	1	13	1	1	9	679	1147	141	63	3	ゆあ
5	1	13	1	1	10	874	1162	33	34	95	し
5	1	13	1	1	11	928	1167	9	26	96	て
5	1	13	1	1	12	939	1157	52	34	50	いた
5	1	13	1	1	13	1028	1154	34	37	55	が
5	1	13	1	1	14	1079	1147	52	53	0	世
5	1	13	1	1	15	1147	1164	9	22	41	い
5	1	13	1	1	16	1188	1164	18	36	90	の
5	1	13	1	1	17	1227	1154	97	44	55	7、
5	1	13	1	1	18	1328	1151	22	29	78	や
5	1	13	1	1	19	1363	1155	32	35	40	め
5	1	13	1	1	20	1409	1160	18	32	41	3
5	1	13	1	1	21	1445	1157	45	26	42	へ"
5	1	13	1	1	22	1522	1157	13	32	74	2
5	1	13	1	1	23	1552	1153	16	38	69	ト
5	1	13	1	1	24	1576	1155	68	43	11	LE
5	1	13	1	1	25	1689	1154	20	39	35	4
5	1	13	1	1	26	1746	1164	4	14	65	=
5	1	13	1	1	27	1790	1149	62	45	15	【[A、
5	1	13	1	1	28	1896	1149	182	42	0	ce。]
5	1	13	1	1	29	1990	1137	40	77	79	て
5	1	13	1	1	30	2029	1137	33	77	91	す
5	1	13	1	1	31	2061	1137	20	77	56	.
4	1	13	1	2	0	204	1220	575	63	-1	
5	1	13	1	2	1	204	1224	17	41	73	L
5	1	13	1	2	2	229	1220	16	59	34	ム
5	1	13	1	2	3	244	1233	38	32	57	Ki
5	1	13	1	2	4	327	1238	17	21	42	ム
5	1	13	1	2	5	344	1220	139	63	34	Az]・|
5	1	13	1	2	6	501	1239	31	23	34	ユ
5	1	13	1	2	7	575	1225	127	48	0	=
5	1	13	1	2	8	753	1230	26	29	82	O
2	1	14	0	0	0	229	1303	1694	329	-1	
3	1	14	1	0	0	229	1303	1658	329	-1	
4	1	14	1	1	0	424	1303	347	36	-1	
5	1	14	1	1	1	424	1306	34	33	90	-
5	1	14	1	1	2	457	1299	18	50	76	う
5	1	14	1	1	3	474	1299	13	50	54	2
5	1	14	1	1	4	486	1306	27	26	30	ム
5	1	14	1	1	5	539	1319	19	3	51	\
5	1	14	1	1	6	557	1299	34	50	64	一
5	1	14	1	1	7	590	1303	21	28	81	ひ
5	1	14	1	1	8	622	1314	16	21	36	>
5	1	14	1	1	9	697	1311	11	17	48	-
5	1	14	1	1	10	707	1299	22	50	29	ニ
5	1	14	1	1	11	749	1311	22	23	82	O
4	1	14	1	2	0	616	1374	250	34	-1	
5	1	14	1	2	1	616	1380	51	28	63	ひっ
5	1	14	1	2	2	714	1383	13	11	86	=
5	1	14	1	2	3	771	1374	95	34	22	-7
5	1	14	1	2	4	832	1370	36	42	7	ム
4	1	14	1	3	0	229	1431	444	60	-1	
5	1	14	1	3	1	229	1460	9	16	52	と
5	1	14	1	3	2	266	1447	35	38	89	な
5	1	14	1	3	3	321	1454	36	37	81	9、
5	1	14	1	3	4	411	1453	27	19	27	ペ
5	1	14	1	3	5	461	1446	44	43	78	クト
5	1	14	1	3	6	505	1451	50	30	0	FL
5	1	14	1	3	7	592	1450	7	27	32	人
5	1	14	1	3	8	609	1431	16	49	6	4
5	1	14	1	3	9	643	1443	30	35	47	き
4	1	14	1	4	0	238	1510	511	51	-1	
5	1	14	1	4	1	238	1515	46	46	42	ん
5	1	14	1	4	2	339	1529	22	17	80	=
5	1	14	1	4	3	427	1531	50	26	12	ae、
5	1	14	1	4	4	514	1513	62	42	85	し
5	1	14	1	4	5	554	1506	43	63	82	1
5	1	14	1	4	6	660	1510	89	50	0	-21
4	1	14	1	5	0	232	1568	1691	64	-1	
5	1	14	1	5	1	232	1580	142	52	45	な
5	1	14	1	5	2	300	1566	24	72	79	お
5	1	14	1	5	3	324	1566	78	72	77	3。
5	1	14	1	5	4	426	1587	114	43	49	こけ
5	1	14	1	5	5	540	1566	18	72	66	は
5	1	14	1	5	6	558	1621	7	7	90	、
5	1	14	1	5	7	600	1574	22	50	0	罰
5	1	14	1	5	8	654	1579	90	44	6	急ぐ
5	1	14	1	5	9	780	1583	66	43	72	2F
5	1	14	1	5	10	851	1594	17	23	75	ル
5	1	14	1	5	11	894	1566	54	72	0	FL1
5	1	14	1	5	12	1003	1570	281	53	47	-2J
5	1	14	1	5	13	1122	1566	60	72	84	の
5	1	14	1	5	14	1182	1566	54	72	38	カ
5	1	14	1	5	15	1236	1566	48	72	0	ら
5	1	14	1	5	16	1319	1580	29	27	20	l2
5	1	14	1	5	17	1383	1570	80	54	8	(もそ
5	1	14	1	5	18	1463	1610	7	3	91	を
5	1	14	1	5	19	1482	1583	34	33	93	の
5	1	14	1	5	20	1532	1568	33	58	14	史
5	1	14	1	5	21	1586	1569	41	49	0	を
5	1	14	1	5	22	1626	1579	18	38	48	婦
5	1	14	1	5	23	1694	1586	22	23	20	へ
5	1	14	1	5	24	1735	1573	39	55	20	人
5	1	14	1	5	25	1774	1573	149	55	48	ちの
5	1	14	1	5	26	1853	1564	35	68	91	大
5	1	14	1	5	27	1887	1564	40	68	0	き
2	1	15	0	0	0	883	1399	5	17	-1	
3	1	15	1	0	0	883	1399	5	17	-1	
4	1	15	1	1	0	883	1399	5	17	-1	
5	1	15	1	1	1	883	1399	5	17	49	1
2	1	16	0	0	0	2	1504	2090	121	-1	
3	1	16	1	0	0	2	1504	2090	121	-1	
4	1	16	1	1	0	2	1504	2090	121	-1	
5	1	16	1	1	1	2	1504	2090	121	95	 
2	1	17	0	0	0	2	1572	2090	123	-1	
3	1	17	1	0	0	2	1572	2090	123	-1	
4	1	17	1	1	0	2	1572	2090	123	-1	
5	1	17	1	1	1	2	1572	2090	123	95	 
2	1	18	0	0	0	3	1643	2089	123	-1	
3	1	18	1	0	0	3	1643	2089	123	-1	
4	1	18	1	1	0	3	1643	2089	123	-1	
5	1	18	1	1	1	3	1643	2089	123	95	 
2	1	19	0	0	0	220	1574	1812	267	-1	
3	1	19	1	0	0	220	1574	1869	267	-1	
4	1	19	1	1	0	1946	1574	86	47	-1	
5	1	19	1	1	1	1946	1574	24	33	61	ご
5	1	19	1	1	2	2010	1576	22	45	0	|
4	1	19	1	2	0	220	1635	1378	70	-1	
5	1	19	1	2	1	220	1650	60	37	23	グル
5	1	19	1	2	2	286	1648	70	45	18	ML8
5	1	19	1	2	3	372	1656	21	38	0	和
5	1	19	1	2	4	404	1677	11	8	90	、
5	1	19	1	2	5	431	1657	20	44	75	す
5	1	19	1	2	6	463	1681	9	18	80	。
5	1	19	1	2	7	528	1645	52	52	0	人
5	1	19	1	2	8	612	1664	24	34	0	誠
5	1	19	1	2	9	653	1649	64	56	0	導
5	1	19	1	2	10	719	1654	63	43	0	偽
5	1	19	1	2	11	801	1665	5	5	2	ぐ
5	1	19	1	2	12	827	1654	52	46	52	外
5	1	19	1	2	13	887	1663	12	26	47	7
5	1	19	1	2	14	905	1631	33	78	59	し
5	1	19	1	2	15	957	1651	1	39	65	お
5	1	19	1	2	16	983	1657	18	31	86	の
5	1	19	1	2	17	1022	1656	37	29	91	て
5	1	19	1	2	18	1067	1676	3	8	0	、
5	1	19	1	2	19	1145	1635	26	57	0	少
5	1	19	1	2	20	1197	1653	20	35	76	え
5	1	19	1	2	21	1262	1652	19	30	82	は
5	1	19	1	2	22	1316	1647	197	39	57	リン
5	1	19	1	2	23	1399	1631	39	78	61	下
5	1	19	1	2	24	1438	1631	33	78	53	て
5	1	19	1	2	25	1470	1631	40	78	89	な
5	1	19	1	2	26	1547	1646	51	33	2	3・
4	1	19	1	3	0	392	1729	334	112	-1	
5	1	19	1	3	1	392	1729	64	112	0	隊
5	1	19	1	3	2	509	1745	45	68	50	[ナー
5	1	19	1	3	3	658	1758	22	31	0	テ
5	1	19	1	3	4	697	1752	29	43	28	フ
2	1	20	0	0	0	6	1716	2086	122	-1	
3	1	20	1	0	0	6	1716	2086	122	-1	
4	1	20	1	1	0	6	1716	2086	122	-1	
5	1	20	1	1	1	6	1716	2086	122	95	 
2	1	21	0	0	0	10	1787	2082	123	-1	
3	1	21	1	0	0	10	1787	2082	123	-1	
4	1	21	1	1	0	10	1787	2082	123	-1	
5	1	21	1	1	1	10	1787	2082	123	95	 
2	1	22	0	0	0	12	1858	2080	122	-1	
3	1	22	1	0	0	12	1858	2080	122	-1	
4	1	22	1	1	0	12	1858	2080	122	-1	
5	1	22	1	1	1	12	1858	2080	122	95	 
2	1	23	0	0	0	57	1922	1995	174	-1	
3	1	23	1	0	0	57	1922	1995	139	-1	
4	1	23	1	1	0	57	1922	1995	69	-1	
5	1	23	1	1	1	57	1938	20	40	73	ト
5	1	23	1	1	2	86	1938	33	40	35	|5
5	1	23	1	1	3	163	1928	22	66	30	。
5	1	23	1	1	4	240	1932	39	51	0	ん
5	1	23	1	1	5	330	1936	99	52	42	A【(24」
5	1	23	1	1	6	468	1922	145	69	16	0.0).
5	1	23	1	1	7	625	1927	21	49	85	る
5	1	23	1	1	8	665	1922	150	69	69	5(0.
5	1	23	1	1	9	814	1938	18	49	50	う
5	1	23	1	1	10	832	1922	18	69	78	9
5	1	23	1	1	11	849	1958	11	25	0	ぁ
5	1	23	1	1	12	872	1931	105	54	0	。0),
5	1	23	1	1	13	1004	1926	37	46	0	記
5	1	23	1	1	14	1071	1930	62	54	90	C(
5	1	23	1	1	15	1157	1934	200	47	0	0.0,Z。)
5	1	23	1	1	16	1403	1931	351	50	0	また
5	1	23	1	1	17	1541	1917	54	72	69	や
5	1	23	1	1	18	1595	1917	72	72	29	の
5	1	23	1	1	19	1667	1917	48	72	24	カカ
